DATE,BAMLC0A1CAAAEY
2021-11-09,1.86
2021-11-10,1.97
2021-11-11,1.97
2021-11-12,2.02
2021-11-15,2.06
2021-11-16,2.07
2021-11-17,2.05
2021-11-18,2.04
2021-11-19,1.99
2021-11-22,2.08
2021-11-23,2.12
2021-11-24,2.10
2021-11-25,2.10
2021-11-26,2.00
2021-11-29,2.03
2021-11-30,2.00
2021-12-01,2.01
2021-12-02,2.04
2021-12-03,1.94
2021-12-06,2.00
2021-12-07,2.03
2021-12-08,2.07
2021-12-09,2.06
2021-12-10,2.07
2021-12-13,2.02
2021-12-14,2.04
2021-12-15,2.07
2021-12-16,2.03
2021-12-17,2.02
2021-12-20,2.03
2021-12-21,2.08
2021-12-22,2.05
2021-12-23,2.07
2021-12-24,.
2021-12-27,2.05
2021-12-28,2.04
2021-12-29,2.08
2021-12-30,2.06
2021-12-31,2.03
2022-01-03,2.15
2022-01-04,2.16
2022-01-05,2.18
2022-01-06,2.22
2022-01-07,2.24
2022-01-10,2.27
2022-01-11,2.24
2022-01-12,2.23
2022-01-13,2.23
2022-01-14,2.29
2022-01-17,2.29
2022-01-18,2.38
2022-01-19,2.35
2022-01-20,2.36
2022-01-21,2.32
2022-01-24,2.34
2022-01-25,2.37
2022-01-26,2.41
2022-01-27,2.42
2022-01-28,2.44
2022-01-31,2.44
2022-02-01,2.43
2022-02-02,2.39
2022-02-03,2.46
2022-02-04,2.56
2022-02-07,2.54
2022-02-08,2.56
2022-02-09,2.55
2022-02-10,2.66
2022-02-11,2.60
2022-02-14,2.67
2022-02-15,2.70
2022-02-16,2.72
2022-02-17,2.68
2022-02-18,2.66
2022-02-21,2.66
2022-02-22,2.70
2022-02-23,2.72
2022-02-24,2.75
2022-02-25,2.76
2022-02-28,2.61
2022-03-01,2.51
2022-03-02,2.67
2022-03-03,2.65
2022-03-04,2.61
2022-03-07,2.68
2022-03-08,2.81
2022-03-09,2.83
2022-03-10,2.92
2022-03-11,2.91
2022-03-14,3.04
2022-03-15,3.05
2022-03-16,3.01
2022-03-17,2.96
2022-03-18,2.92
2022-03-21,3.00
2022-03-22,3.04
2022-03-23,3.00
2022-03-24,3.04
2022-03-25,3.15
2022-03-28,3.14
2022-03-29,3.07
2022-03-30,3.02
2022-03-31,3.01
2022-04-01,3.05
2022-04-04,3.05
2022-04-05,3.15
2022-04-06,3.21
2022-04-07,3.23
2022-04-08,3.31
2022-04-11,3.38
2022-04-12,3.34
2022-04-13,3.33
2022-04-14,3.43
2022-04-15,.
2022-04-18,3.47
2022-04-19,3.54
2022-04-20,3.48
2022-04-21,3.58
2022-04-22,3.60
2022-04-25,3.54
2022-04-26,3.48
2022-04-27,3.51
2022-04-28,3.57
2022-04-29,3.61
2022-04-30,3.61
2022-05-02,3.70
2022-05-03,3.65
2022-05-04,3.61
2022-05-05,3.74
2022-05-06,3.77
2022-05-09,3.74
2022-05-10,3.69
2022-05-11,3.65
2022-05-12,3.57
2022-05-13,3.68
2022-05-16,3.65
2022-05-17,3.74
2022-05-18,3.68
2022-05-19,3.66
2022-05-20,3.61
2022-05-23,3.67
2022-05-24,3.56
2022-05-25,3.52
2022-05-26,3.47
2022-05-27,3.46
2022-05-30,3.46
2022-05-31,3.54
2022-06-01,3.59
2022-06-02,3.59
2022-06-03,3.64
2022-06-06,3.71
2022-06-07,3.66
2022-06-08,3.71
2022-06-09,3.73
2022-06-10,3.88
2022-06-13,4.14
2022-06-14,4.21
2022-06-15,4.10
2022-06-16,4.05
2022-06-17,4.00
2022-06-20,4.00
2022-06-21,4.05
2022-06-22,3.94
2022-06-23,3.87
2022-06-24,3.90
2022-06-27,3.94
2022-06-28,3.97
2022-06-29,3.88
2022-06-30,3.80
2022-07-01,3.75
2022-07-04,3.75
2022-07-05,3.69
2022-07-06,3.78
2022-07-07,3.82
2022-07-08,3.88
2022-07-11,3.78
2022-07-12,3.76
2022-07-13,3.73
2022-07-14,3.77
2022-07-15,3.74
2022-07-18,3.75
2022-07-19,3.80
2022-07-20,3.79
2022-07-21,3.66
2022-07-22,3.57
2022-07-25,3.63
2022-07-26,3.62
2022-07-27,3.56
2022-07-28,3.52
2022-07-29,3.47
2022-07-31,3.48
2022-08-01,3.46
2022-08-02,3.60
2022-08-03,3.60
2022-08-04,3.55
2022-08-05,3.71
2022-08-08,3.64
2022-08-09,3.68
2022-08-10,3.65
2022-08-11,3.71
2022-08-12,3.68
2022-08-15,3.65
2022-08-16,3.67
2022-08-17,3.74
2022-08-18,3.72
2022-08-19,3.82
2022-08-22,3.87
2022-08-23,3.88
2022-08-24,3.93
2022-08-25,3.86
2022-08-26,3.87
2022-08-29,3.94
2022-08-30,3.94
2022-08-31,4.00
2022-09-01,4.12
2022-09-02,4.05
2022-09-05,4.06
2022-09-06,4.20
2022-09-07,4.12
2022-09-08,4.14
2022-09-09,4.16
2022-09-12,4.19
2022-09-13,4.27
2022-09-14,4.26
2022-09-15,4.29
2022-09-16,4.30
2022-09-19,4.33
2022-09-20,4.39
2022-09-21,4.35
2022-09-22,4.52
2022-09-23,4.55
2022-09-26,4.72
2022-09-27,4.86
2022-09-28,4.65
2022-09-29,4.73
2022-09-30,4.76
2022-10-03,4.62
2022-10-04,4.57
2022-10-05,4.65
2022-10-06,4.70
2022-10-07,4.78
2022-10-10,4.78
2022-10-11,4.87
2022-10-12,4.85
2022-10-13,4.94
2022-10-14,4.97
2022-10-17,4.96
2022-10-18,4.92
2022-10-19,5.05
2022-10-20,5.13
2022-10-21,5.12
2022-10-24,5.13
2022-10-25,5.00
2022-10-26,4.94
2022-10-27,4.85
2022-10-28,4.91
2022-10-31,4.97
2022-11-01,4.96
