DATE,BAMLH0A3HYCEY
2021-08-13,7.36
2021-08-16,7.33
2021-08-17,7.31
2021-08-18,7.30
2021-08-19,7.40
2021-08-20,7.40
2021-08-23,7.35
2021-08-24,7.31
2021-08-25,7.22
2021-08-26,7.20
2021-08-27,7.07
2021-08-30,7.06
2021-08-31,7.33
2021-09-01,7.28
2021-09-02,7.29
2021-09-03,7.23
2021-09-06,7.22
2021-09-07,7.31
2021-09-08,7.28
2021-09-09,7.26
2021-09-10,7.29
2021-09-13,7.22
2021-09-14,7.17
2021-09-15,7.13
2021-09-16,7.15
2021-09-17,7.13
2021-09-20,7.39
2021-09-21,7.32
2021-09-22,7.27
2021-09-23,7.17
2021-09-24,7.21
2021-09-27,7.24
2021-09-28,7.32
2021-09-29,7.22
2021-09-30,7.48
2021-10-01,7.44
2021-10-04,7.47
2021-10-05,7.48
2021-10-06,7.64
2021-10-07,7.54
2021-10-08,7.61
2021-10-11,7.60
2021-10-12,7.71
2021-10-13,7.65
2021-10-14,7.48
2021-10-15,7.55
2021-10-18,7.55
2021-10-19,7.53
2021-10-20,7.51
2021-10-21,7.55
2021-10-22,7.61
2021-10-25,7.63
2021-10-26,7.56
2021-10-27,7.56
2021-10-28,7.57
2021-10-29,7.58
2021-10-31,7.61
2021-11-01,7.67
2021-11-02,7.69
2021-11-03,7.70
2021-11-04,7.60
2021-11-05,7.53
2021-11-08,7.44
2021-11-09,7.46
2021-11-10,7.57
2021-11-11,7.56
2021-11-12,7.65
2021-11-15,7.68
2021-11-16,7.75
2021-11-17,7.80
2021-11-18,7.85
2021-11-19,7.90
2021-11-22,7.93
2021-11-23,8.08
2021-11-24,8.05
2021-11-25,8.05
2021-11-26,8.28
2021-11-29,8.20
2021-11-30,8.32
2021-12-01,8.18
2021-12-02,8.26
2021-12-03,8.15
2021-12-06,8.08
2021-12-07,7.89
2021-12-08,7.90
2021-12-09,7.89
2021-12-10,7.95
2021-12-13,7.96
2021-12-14,8.00
2021-12-15,8.01
2021-12-16,7.98
2021-12-17,8.06
2021-12-20,8.08
2021-12-21,8.00
2021-12-22,7.95
2021-12-23,7.83
2021-12-24,.
2021-12-27,7.79
2021-12-28,7.77
2021-12-29,7.75
2021-12-30,7.83
2021-12-31,7.96
2022-01-03,8.03
2022-01-04,8.05
2022-01-05,8.04
2022-01-06,8.17
2022-01-07,8.26
2022-01-10,8.29
2022-01-11,8.15
2022-01-12,7.99
2022-01-13,8.04
2022-01-14,8.07
2022-01-17,8.07
2022-01-18,8.21
2022-01-19,8.16
2022-01-20,8.17
2022-01-21,8.34
2022-01-24,8.52
2022-01-25,8.56
2022-01-26,8.46
2022-01-27,8.65
2022-01-28,8.88
2022-01-31,8.86
2022-02-01,8.74
2022-02-02,8.63
2022-02-03,8.77
2022-02-04,8.94
2022-02-07,8.97
2022-02-08,8.94
2022-02-09,8.83
2022-02-10,8.95
2022-02-11,9.13
2022-02-14,9.24
2022-02-15,9.17
2022-02-16,9.17
2022-02-17,9.17
2022-02-18,9.21
2022-02-21,9.21
2022-02-22,9.24
2022-02-23,9.24
2022-02-24,9.49
2022-02-25,9.18
2022-02-28,9.41
2022-03-01,9.37
2022-03-02,9.40
2022-03-03,9.39
2022-03-04,9.49
2022-03-07,9.70
2022-03-08,9.81
2022-03-09,9.79
2022-03-10,9.95
2022-03-11,10.01
2022-03-14,10.31
2022-03-15,10.36
2022-03-16,10.17
2022-03-17,10.00
2022-03-18,9.93
2022-03-21,9.97
2022-03-22,9.98
2022-03-23,9.97
2022-03-24,9.96
2022-03-25,9.98
2022-03-28,10.02
2022-03-29,9.78
2022-03-30,9.66
2022-03-31,9.67
2022-04-01,9.76
2022-04-04,9.70
2022-04-05,9.75
2022-04-06,10.01
2022-04-07,10.11
2022-04-08,10.21
2022-04-11,10.44
2022-04-12,10.36
2022-04-13,10.34
2022-04-14,10.32
2022-04-15,.
2022-04-18,10.41
2022-04-19,10.46
2022-04-20,10.37
2022-04-21,10.42
2022-04-22,10.57
2022-04-25,10.70
2022-04-26,10.74
2022-04-27,10.86
2022-04-28,10.89
2022-04-29,11.10
2022-04-30,11.42
2022-05-02,11.65
2022-05-03,11.67
2022-05-04,11.73
2022-05-05,11.79
2022-05-06,12.05
2022-05-09,12.42
2022-05-10,12.52
2022-05-11,12.58
2022-05-12,12.87
2022-05-13,12.88
2022-05-16,12.92
2022-05-17,12.93
2022-05-18,13.21
2022-05-19,13.40
2022-05-20,13.39
2022-05-23,13.40
2022-05-24,13.44
2022-05-25,13.17
2022-05-26,12.71
2022-05-27,12.46
2022-05-30,12.46
2022-05-31,12.59
2022-06-01,12.58
2022-06-02,12.56
2022-06-03,12.65
2022-06-06,12.65
2022-06-07,12.76
2022-06-08,12.83
2022-06-09,12.96
2022-06-10,13.30
2022-06-13,13.97
2022-06-14,14.12
2022-06-15,13.93
2022-06-16,14.25
2022-06-17,14.27
2022-06-20,14.28
2022-06-21,14.20
2022-06-22,14.37
2022-06-23,14.42
2022-06-24,14.29
2022-06-27,14.33
2022-06-28,14.49
2022-06-29,14.83
2022-06-30,14.95
2022-07-01,14.96
2022-07-04,14.97
2022-07-05,15.11
2022-07-06,15.11
2022-07-07,14.93
2022-07-08,14.86
2022-07-11,14.87
2022-07-12,14.91
2022-07-13,14.94
2022-07-14,15.04
2022-07-15,14.87
2022-07-18,14.72
2022-07-19,14.65
2022-07-20,14.44
2022-07-21,14.30
2022-07-22,14.11
2022-07-25,14.08
2022-07-26,14.19
2022-07-27,14.11
2022-07-28,14.02
2022-07-29,13.67
2022-07-31,13.72
2022-08-01,13.68
2022-08-02,13.54
2022-08-03,13.37
2022-08-04,13.20
2022-08-05,13.26
2022-08-08,13.10
2022-08-09,13.15
2022-08-10,12.90
2022-08-11,12.78
2022-08-12,12.78
2022-08-15,12.58
2022-08-16,12.61
2022-08-17,12.78
2022-08-18,12.79
2022-08-19,12.97
2022-08-22,13.27
2022-08-23,13.33
2022-08-24,13.27
2022-08-25,13.23
2022-08-26,13.31
2022-08-29,13.62
2022-08-30,13.76
2022-08-31,15.06
2022-09-01,15.31
2022-09-02,15.20
2022-09-05,15.21
2022-09-06,15.25
2022-09-07,15.20
2022-09-08,15.04
2022-09-09,14.78
2022-09-12,14.68
2022-09-13,15.09
2022-09-14,15.20
2022-09-15,15.33
2022-09-16,15.59
2022-09-19,15.56
2022-09-20,15.60
2022-09-21,15.59
2022-09-22,15.85
2022-09-23,16.19
2022-09-26,16.47
2022-09-27,16.63
2022-09-28,16.63
2022-09-29,16.86
2022-09-30,16.84
2022-10-03,16.74
2022-10-04,16.39
2022-10-05,16.46
2022-10-06,16.36
2022-10-07,16.52
2022-10-10,16.54
2022-10-11,16.71
2022-10-12,16.81
2022-10-13,16.93
2022-10-14,16.79
2022-10-17,16.67
2022-10-18,16.51
2022-10-19,16.66
2022-10-20,16.63
2022-10-21,16.69
2022-10-24,16.66
2022-10-25,16.52
2022-10-26,16.37
2022-10-27,16.24
2022-10-28,16.12
2022-10-31,16.25
2022-11-01,16.22
