,public_date,roa,intcov_ratio,quick_ratio,intcov,bm,npm,debt_assets,debt_ebitda,inv_turn,cash_ratio
110550,2021-12-31,0.1988738181463736,20.63531669865643,2.0553522844544516,17.43953934740883,0.1784513052230599,0.2192836478148442,0.4747051009660455,1.5396244910269945,3.9687185789297286,1.095099602839541
110661,2021-12-31,0.084512939433467,6.126666666666667,,6.173333333333333,0.3912463953396051,0.0609727351300385,0.61012925778392,3.3523246951219514,2.813358988455195,
110964,2021-12-31,0.03639821048982452,12.252891766969336,,10.04772295347364,0.9559838463775121,0.1526082341795145,0.7089677402048596,1.914577062363026,,
111244,2021-12-31,0.1644315692785982,10.801401869158878,0.8600790513833992,8.119158878504672,0.6912827845667422,0.06402067487498424,0.5082761849679143,1.6966311447232727,9.684989685717753,0.4164426877470356
111799,2021-12-31,0.0998477516972795,16.86159539473684,1.7295036713445728,14.221217105263158,0.1292880005280964,0.1114882787172295,0.4489306044547239,2.8510424258520377,,0.9496316303449908
113155,2021-12-31,0.1822720399395147,8.047326906222612,0.6945764909248056,6.426818580192814,0.2091438113395352,0.2919102394870828,0.7529120278010168,2.58554999561057,14.829747074367686,0.3012640449438202
113366,2021-12-31,0.07671834865224522,3.3844221105527637,0.6303070613014078,3.4623115577889445,0.6302239092094164,0.158653067832281,0.7177436281859071,5.040843081887858,7.01042654028436,0.0608579980046558
113497,2021-12-31,-0.06418673652978125,-4.155794806839772,1.2090934061495209,-1.0367321089297024,0.3525822284615867,-0.1619824720459353,0.917794863756103,-9.354253749692647,21.59375840731773,1.0690568903394677
113514,2021-12-31,0.05041630564070075,2.5546762589928056,0.9276138650341524,3.4158273381294966,0.5542228889444507,0.05266377052522623,0.5425370605477138,4.088487125785389,5.063590528733205,0.2458336876115977
114200,2021-12-31,0.1244710540100358,13.463803680981595,0.756006766000524,10.463803680981595,0.2008465183433861,0.055226782089424,0.6499454466412448,1.8483206717313074,,0.2882665519594557
114463,2021-12-31,0.2373643747900156,17.387931034482758,1.2140511740288706,10.267241379310345,0.09365936349941119,0.06831758674744735,0.8802042695296651,1.7706987277692667,128.06290322580645,0.5407347747971005
114496,2021-12-31,0.1234176996560492,9.791314617970382,1.5035180406565167,8.04046376082353,0.1367679055756175,0.09202763678284608,0.7621519773777651,4.266597131760143,3.873857782599078,0.7620202446886332
114733,2021-12-31,0.1372902253313454,13.744454477214132,1.1541052281433046,12.54441313736796,0.5641209577419349,0.08659957836756121,0.5029492255195864,2.2416828215697446,53.4630820496892,0.2746292032439194
116147,2021-12-31,0.117592376555624,6.876044353327601,2.0507726047827637,5.787176039209635,0.3331897488992689,0.1272173334353964,0.484123928455894,2.742773305147167,7.279191833707814,1.0336960680044975
117128,2021-12-31,0.1532480592585325,12.77714012434242,0.3836477436095235,4.835485413677667,0.1982082097332629,0.01402191054650484,0.640088228035538,1.6308151941954758,8.50522460192298,0.2323860116647381
117285,2021-12-31,0.07181569402643967,8.301425661914461,0.3471479096762492,5.0610997963340125,0.5753712614999539,0.01504803447313013,0.7030079350433659,5.687386344850388,11.696405247316713,0.05758592545569965
118247,2021-12-31,0.2930731777950732,68.63366336633663,2.203578863884207,61.64356435643565,0.07037544867964418,0.2284595300261096,0.3179437706725469,0.395905385375494,4.444344231491921,1.1715078814315456
