,gsector,gicdesc,public_date,ticker,roa,intcov_ratio,quick_ratio,intcov,bm,npm,debt_assets,debt_ebitda,inv_turn,cash_ratio
135908,20.0,Industrials,2017-02-28,MAS,0.2224276601645558,5.687830687830688,1.521917808219178,3.5978835978835977,,0.066739159983689,1.0200506131983649,2.491271820448878,6.8034310221586844,0.8157534246575342
136512,25.0,Consumer Discretionary,2017-02-28,MAT,0.1255273164422933,5.896181584978658,1.5451034257389045,4.343447086776425,0.2613691970419119,0.0582815463700255,0.6292179887443304,2.841122556772039,4.439223886411519,0.5775415738725388
137238,30.0,Consumer Staples,2017-02-28,MKC,0.1666940078961471,11.830357142857142,0.4677725451606101,9.410714285714286,0.1493345794654233,0.1067664059843591,0.6466489786233526,1.8989633906311507,3.380682980028628,0.0832220425950657
137406,40.0,Financials,2017-02-28,MMC,0.1734878866120969,14.39153439153439,1.1964723174914258,10.354497354497354,0.1838131331601641,0.1339393939393939,0.6551951621770203,1.522165927802407,,0.2513473787359138
138220,35.0,Health Care,2017-02-28,MCK,0.0800108834461905,11.61198738170347,0.6526315789473685,7.470031545741325,0.3551037655525969,0.0104377652698755,0.8206333240843507,1.837099605089952,11.881405775442316,0.1130591679716756
138786,25.0,Consumer Discretionary,2017-02-28,MCD,0.2671273994889983,8.768023321000111,1.3809935703370528,6.254512837762081,,0.1903386822300472,1.0710516730649595,2.8179331009999027,163.85534591194968,0.35273765245221
139743,30.0,Consumer Staples,2017-02-28,CVS,0.138072177717296,9.635197066911092,0.6202666666666666,5.8744271310724105,0.4902326718026992,0.0299561754334576,0.6100654231331117,2.11988911988912,10.162928966308543,0.1317333333333333
140453,35.0,Health Care,2017-02-28,MRK,0.1552983424293453,14.567099567099566,1.4966286910020925,6.656565656565657,0.2791102195372488,0.0984751425628658,0.577382387787412,1.62270559801424,1.7037424210746392,0.833585212741223
140879,25.0,Consumer Discretionary,2017-02-28,MIK,0.4123633028298287,5.524030383510519,0.3633389549721653,3.837861694631782,,0.0714588061011591,1.8207467532467527,3.344446071977972,2.609071815221784,0.2295908052963707
141281,55.0,Utilities,2017-02-28,ETR,0.0809329301695493,2.84023438894004,0.8768940056798296,0.1941945199808719,1.2008683957853823,-0.0520488177512725,0.8195164763386474,4.168455354930405,7.293309771542028,0.3711901142965711
141727,45.0,Information Technology,2017-02-28,MU,0.1303157651231831,0.7625,1.3864296081277214,0.3708333333333333,0.6042379049423914,-0.0231968661187495,0.5108119705959178,2.722263313609468,2.628458851974568,0.9114140576404728
142430,55.0,Utilities,2017-02-28,MSEX,0.0886857894085981,7.6765539391649344,0.4807463447806868,5.296618174948044,0.4162370848204354,0.1711134185063127,0.6438457110331027,2.857995807441791,23.74604123095309,0.0824336960217613
142912,45.0,Information Technology,2017-02-28,MSCC,0.0994963329504285,1.1930333817126269,1.7257341961174717,0.7329462989840347,0.3041103590845256,-0.0208936580934537,0.621484846094023,5.780005074854096,3.0712519667340974,0.5378297660527626
143534,20.0,Industrials,2017-02-28,MMM,0.2650554675118859,34.55980861244019,1.3412124135713137,25.16267942583732,0.0980035524682061,0.1677239363645422,0.6856804230231569,1.3447165689318157,3.930465015210778,0.4306158546390095
143788,55.0,Utilities,2017-02-28,ALE,0.0833545625923472,3.032716927453769,0.4763454317897372,3.2091038406827885,0.7786546221172238,0.11592147495708,0.6141774009457036,3.8095354523227383,8.411206507004067,0.074342928660826
144786,25.0,Consumer Discretionary,2017-02-28,RT,-0.0527733944593682,-4.530471050049068,0.8309978546624731,-4.315848871442591,1.8219874109322085,-0.1059874697701356,0.530952781886449,-4.997805458020357,40.86666587393129,0.5159377670308892
144977,10.0,Energy,2017-02-28,MUR,0.0731490588752322,-2.2774506203604123,0.9531958850716704,-0.7964417805524224,0.9300666184727442,-0.1513852700219665,0.5224605812433346,3.755038917268024,4.752442497932681,0.655163761155247
145112,45.0,Information Technology,2017-02-28,MSI,0.1829080118694362,5.5377777777777775,1.0119940029985008,3.488888888888889,,0.0927459423650215,1.1124896608767576,2.8526930564568462,4.094575799721836,0.4032983508245877
145630,40.0,Financials,2017-02-28,BAC,0.0196887455222946,,,,1.0875796706460723,0.1911767846084858,0.8780272633109995,9.638840688458473,0.9680828275615851,
145927,45.0,Information Technology,2017-02-28,NCR,0.1258165665011759,3.7176470588235295,1.047328244274809,2.664705882352941,0.1377188066902847,0.0432523307351367,0.7965593640036491,3.1682242990654204,6.596125186289121,0.2534351145038168
146110,25.0,Consumer Discretionary,2017-02-28,NATH,0.3580781742982786,1.7989107955328834,5.305792582868396,1.500689369915897,,0.0755956160163202,1.91736194274818,4.774433893352811,92.37678721614802,4.401747620610437
147165,55.0,Utilities,2017-02-28,NFG,0.1402974844770628,4.841155022840618,1.131297607641599,0.8915301118980761,0.491089049902493,-0.00862893831586,0.7241175645667629,2.5669174144389366,12.676201853227004,0.3759228930755677
147425,35.0,Health Care,2017-02-28,THC,0.0943306533286485,1.4305694305694303,1.2223599405057015,0.8131868131868132,0.4704800026260355,-0.0095306049640691,0.8593174365410308,6.684925503943909,54.61102362204724,0.1774913237481408
148163,15.0,Materials,2017-02-28,NEM,0.0624066821024387,0.1405228758169935,1.884,0.2810457516339869,0.6259633686491191,-0.0327819997019818,0.4354048785126718,3.2004160887656035,3.1841929002009377,1.6068571428571428
148857,25.0,Consumer Discretionary,2017-02-28,NWL,0.1137673140299887,4.904823316997678,1.2508154706430568,2.3631673974722727,0.7627128674956047,0.0398446924004825,0.6635567048393055,5.085000855139387,5.588695468320529,0.1368825722273998
149149,25.0,Consumer Discretionary,2017-02-28,NKE,0.2397064629246882,91.42857142857144,1.984325719200994,80.3265306122449,0.1486204338081276,0.1159709997911508,0.430961469294938,0.4708874249176516,3.6414733688071497,1.017537991015961
149404,10.0,Energy,2017-02-28,NBL,0.0378260003981684,-4.106796116504855,1.2625169147496618,-1.422330097087379,0.6733487883905458,-0.2944821481262909,0.543096473275903,8.273684210526316,11.862745098039216,0.8186738836265224
149700,10.0,Energy,2017-02-28,NR,-0.0157685498422659,-5.247321796456531,1.776007919866964,-3.19365471775855,0.8491255417389971,-0.0863464377216349,0.3728969421799261,-12.033574618820268,2.579069154389151,0.5300248608183492
150002,20.0,Industrials,2017-02-28,NSC,0.1185793614067561,5.219015280135824,0.8696023941855494,3.831918505942275,0.686591526643113,0.1686893203883495,0.6443597386220337,2.5590243902439025,21.924242424242426,0.4087216759298846
150500,55.0,Utilities,2017-02-28,ES,0.0813566456356362,4.450054764778597,0.5905974954687304,3.288468310500509,0.9324249297883888,0.123352020891387,0.6609601801356765,4.219966834456841,15.307657731469025,0.0083139005195672
151002,40.0,Financials,2017-02-28,NTRS,0.0247302914908601,,,,0.4637948784427818,0.2007270889225864,0.921159974146049,2.9882056451612904,23.28358208955224,
151254,25.0,Consumer Discretionary,2017-02-28,JWN,0.1910752654688133,7.454545454545454,0.3407204448384237,3.7520661157024793,0.0954876532243737,0.0227552275522755,0.8874988092592004,1.8173076923076923,4.129214143075297,0.2004996373599807
151642,55.0,Utilities,2017-02-28,NI,0.0776743569051856,2.416784004505773,0.3672151092057239,1.923965080259082,0.9242235633149748,0.0730328324986088,0.7821944264627994,5.628193268341279,5.988748787584869,0.0104281327848907
152281,20.0,Industrials,2017-02-28,NOC,0.1457617640009587,10.60797342192691,1.0728241563055063,8.308970099667775,0.129158809788173,0.0897666068222621,0.7946825954556103,1.9375171279802683,22.520024645717807,0.4513321492007105
152535,55.0,Utilities,2017-02-28,NWN,0.0719789659470091,3.5595992639542016,0.7941147542775129,2.505188100592925,0.8221502107969633,0.0849760055866727,0.7238467680217001,3.487053694334496,5.967826246543094,0.0128261637712782
152793,55.0,Utilities,2017-02-28,XEL,0.0876975462496564,3.422215248868848,0.6891978332285713,2.736538636929265,0.8655495391704118,0.1011422608607967,0.7322129796380668,4.220074562318848,12.516159992084498,0.0260162862025541
153511,55.0,Utilities,2017-02-28,NWE,0.0752058761392809,2.5247603013940503,0.376306546416609,2.6853019073233826,0.8192445397849798,0.1305805462252047,0.6951938248376481,5.232082273374408,16.597132393049172,0.0154846928801365
153771,40.0,Financials,2017-02-28,WFC,0.0252470111602537,,,,0.6586690450534086,0.2346009068354863,0.8961217336790813,7.497347169248471,0.397707194806262,
154395,15.0,Materials,2017-02-28,NUE,0.1449620693442273,7.828726386810646,1.6847248036164533,5.301400720617549,0.4448032980708367,0.0491279001971974,0.4577660695773474,2.039554369704629,5.835238104709601,0.918825205044758
155456,10.0,Energy,2017-02-28,OXY,0.0637117833290966,-5.174657534246576,1.1886199308393588,-2.4315068493150687,0.4156940323682243,-0.0993062438057482,0.5013338282029275,3.561479869423286,6.415766738660907,0.3549198365293933
155743,55.0,Utilities,2017-02-28,FE,0.0858446530655058,2.145724258289704,0.3348301992702779,-4.390052356020942,0.7303972886484711,-0.4241862381540997,0.8553583016594049,5.511241446725318,15.52260934025204,0.0279259051361212
156102,10.0,Energy,2017-02-28,OII,0.1005861261178036,2.7416890357216603,1.9326014430604843,1.8461009016449856,0.6335842074810468,0.0108231940176166,0.515498280524484,2.4038252277101675,5.695936297924852,0.8855721490900221
156239,10.0,Energy,2017-02-28,ERA,0.0251594821633117,-0.7282546901648664,0.9893534153044582,-1.091937890847072,2.112034836145857,-0.0814307063422743,0.5472843727370359,14.707983321344535,8.851571098781388,0.2330736600607859
156925,15.0,Materials,2017-02-28,OLN,0.0899338656521643,1.567079463364293,0.992629525254715,0.979876160990712,0.7803547491981622,-0.0007026267430548,0.7406021043982379,4.4485981308411215,6.710550319245972,0.1999783221331021
157367,55.0,Utilities,2017-02-28,OGE,0.0845472692839228,3.364304812834225,0.3777258566978193,3.260695187165775,0.865019502347692,0.1496990084985836,0.6535273049217273,3.471001331880373,8.065841305571187,0.0002920560747663
158229,10.0,Energy,2017-02-28,OKE,0.1055965354542312,2.6570791392672857,0.4331573895169071,1.7373157699659754,0.1498577092259435,0.0396920322468477,0.7875352931586836,5.661295158506764,17.76793896495678,0.0877339557464815
158463,55.0,Utilities,2017-02-28,OTTR,0.0988640311532271,3.430993483833112,0.5762248981086933,2.9158457119916004,0.5727824320741819,0.0772047156391911,0.6495977535904119,3.15060365007803,7.318628957885029,0.0
159218,10.0,Energy,2017-02-28,OSG,0.0678605181480491,1.9065375078213715,3.929790710610485,0.9754582744316472,1.4705805309567477,-0.0022901258596081,0.7531948176462424,3.59435944826642,,3.448077457933528
159857,20.0,Industrials,2017-02-28,OC,0.1445671582567291,6.944444444444445,0.909657320872274,4.638888888888889,0.6685812585229052,0.0692267042451999,0.49735176333807,1.9231473010064044,5.796159527326441,0.122533748701973
160422,15.0,Materials,2017-02-28,OI,0.1112308687217073,2.349809885931559,0.6169902912621359,1.8212927756653992,0.1252518934105821,0.0321667907669396,0.9602627257799672,5.162790697674419,5.14070351758794,0.2388349514563107
161052,35.0,Health Care,2017-02-28,OMI,0.0990899615546423,8.015892375355731,1.0107187248100302,5.02066008796245,0.4877095404539617,0.0111881289639428,0.6467529046064542,2.091189551893462,9.193027140369374,0.1792781629903406
161249,40.0,Financials,2017-02-28,PHH,0.039548850153801,1.586666666666667,,-1.6933333333333334,1.4681977536598982,-0.2130801687763713,0.6462992125984252,9.348148148148148,1.1402524544179524,
162497,40.0,Financials,2017-02-28,PNC,0.0222190645809679,,,,0.7772152255771645,0.2376545089204165,0.8721163818985752,6.54489010306718,0.7408703258254975,
163121,15.0,Materials,2017-02-28,PPG,0.1593545440706348,16.203007518796994,1.157075471698113,5.240601503759399,0.2150128350728773,0.0381958553433563,0.6884393430147758,1.6874283530760412,4.960319901568748,0.4403301886792453
163582,55.0,Utilities,2017-02-28,PCG,0.085828842553643,3.3034090909090907,0.7537017451084083,2.598863636363636,0.9139448856868072,0.0796445148873542,0.7348027639289775,3.2560932532673967,26.61640798226164,0.0243257535695399
163797,20.0,Industrials,2017-02-28,PCAR,0.1469602646309945,,,,0.3410750598066108,0.0306282399769862,0.6716104055933213,2.7627212569677613,17.266679787443415,
164078,55.0,Utilities,2017-02-28,SRE,0.0659575425024737,2.408618127786033,0.4811877847140206,3.037147102526003,0.6642993311622699,0.1346361583030541,0.6810572134097853,5.837367882713945,26.07913669064748,0.0700185591361565
165615,20.0,Industrials,2017-02-28,PH,0.1333803012107715,9.7291200429684,1.663885491839998,7.566959090502192,0.2453501282878449,0.0786012187772048,0.6071973238810383,2.0012020556530463,6.746390986797885,0.8843221402388981
166607,55.0,Utilities,2017-02-28,PPL,0.1025304061018347,3.422645739910314,0.4459212926765702,3.132286995515695,0.6014299372652192,0.2530264733271252,0.7416416547044239,4.837647650163357,9.924263674614306,0.088871514203805
167603,40.0,Financials,2017-02-28,AFG,0.0183358588024511,9.741176470588234,,8.635294117647058,0.6417969998491646,0.1005577936163619,0.910680563625799,2.305613305613305,,
167929,30.0,Consumer Staples,2017-02-28,PEP,0.1766113104676069,9.239713774597496,1.1528743789921931,6.661001788908766,0.1081471363275311,0.1007818595837513,0.8489255217256404,2.9095133091825485,9.520852471063751,0.7629524485450674
168954,35.0,Health Care,2017-02-28,PFE,0.1183101083831011,11.468323977546111,1.0337779206170656,6.773055332798717,0.45788157051152,0.136282750265031,0.6513125309559188,2.09821517598963,1.4227756015668718,0.5736782902137233
169241,20.0,Industrials,2017-02-28,TPC,0.0666197173861204,3.3776052992539563,1.3206091341149733,2.602857047271754,1.2221643244686873,0.0192681551619158,0.6154570125438888,2.821613127324197,5.1221927909080085,0.1294367201402554
169493,55.0,Utilities,2017-02-28,EXC,0.0765521570417712,2.4511323003575685,0.800624210448094,1.6758045292014303,1.3409464266928457,0.0361607142857142,0.7596950497806865,4.461796496459187,14.551186017478152,0.0659879616556439
169759,30.0,Consumer Staples,2017-02-28,MO,0.2337033402576879,11.889920424403185,0.7063050847457627,19.884615384615383,0.1612279041198375,0.7363603454517247,0.7210876948532613,1.513905551314211,3.6972072513473786,0.6195254237288136
170284,25.0,Consumer Discretionary,2017-02-28,PVH,0.09906648885502,6.48989898989899,1.0506644078564245,5.903198653198653,0.666088644136745,0.07096821355036,0.5661933976577632,3.030027803521779,2.726304013954988,0.4103975858965536
170891,20.0,Industrials,2017-02-28,PBI,0.1233450166734913,6.297223783297741,0.9591161611930472,2.073462965044397,,0.0280357837417347,1.0177587181926468,4.554842639593909,14.719823740016524,0.3449748433914657
171164,10.0,Energy,2017-02-28,COP,0.0551758021104797,-3.450071326676177,1.098711825155594,-1.578459343794579,0.7080167529424001,-0.1525767104207994,0.607605935035423,5.2797135114208285,15.31279178338002,0.5297438124185845
172536,10.0,Energy,2017-02-28,PDCE,0.0409096046969357,-4.289538225425438,1.477670024909638,-2.700335535125863,0.6343131208624867,-0.6422521969627724,0.4153262642776986,7.459521127162272,418.4333333333333,0.9021428201849376
174764,30.0,Consumer Staples,2017-02-28,PG,0.1359358851861241,23.90848585690516,0.8862735883453925,17.101497504159735,0.2884410691301288,0.1483497110269657,0.539600974596581,1.7788185678218955,5.939873580348425,0.4582924833291471
175252,55.0,Utilities,2017-02-28,PNM,0.0780575442725911,2.0480281140179617,0.3788460678567347,1.8647639115027297,0.957714271659329,0.0861197504532444,0.728576837251278,5.501620833718268,12.475426064538183,0.0532624194518002
175876,55.0,Utilities,2017-02-28,PEG,0.0816184524193028,5.875324675324675,0.7225274725274725,3.303896103896104,0.9835005868737768,0.0978920648934996,0.6723234339905166,3.720555730975687,6.327428878153516,0.1291208791208791
176293,25.0,Consumer Discretionary,2017-02-28,PHM,0.1064595285750699,5.987245024566976,,4.7390379175145165,0.7944523345445331,0.0785948863894207,0.5422213161462734,3.404753003376499,0.8345381889713969,
176603,15.0,Materials,2017-02-28,RPM,0.1427747433966091,5.909150906651663,1.487714392611701,3.30795862725581,0.1871788959289708,0.0439113276074872,0.7115350496175632,2.5407630954620197,3.5812910751919045,0.3327438034662893
177039,40.0,Financials,2017-02-28,RJF,0.0389110114466056,9.14131413928512,,5.9814852065313415,0.5131804462992244,0.0990754789807186,0.8312537489123228,2.342545206414193,2.33071378719864,
178958,30.0,Consumer Staples,2017-02-28,RAD,0.0727022865569063,1.5724197433224285,0.6583580630584022,1.378469600923496,0.0771397910687597,0.003745944242752,0.94682031634878,8.544221702357387,6.88474629858988,0.0516879628249175
179227,25.0,Consumer Discretionary,2017-02-28,AN,0.0990197927445293,4.300779220779221,0.2049509366636932,3.242597402597403,0.4904916144068526,0.0199777870331806,0.7703479125248509,6.76392463708432,5.130550609217481,0.0111164482261716
179960,20.0,Industrials,2017-02-28,RTN,0.1212478721790572,12.949579831932772,0.8126653181888907,10.285714285714286,0.2422698760871238,0.0918193526943371,0.6501064820976973,1.4831804281345566,3.411559348332041,0.529484985218609
180241,20.0,Industrials,2017-02-28,ROK,0.1781677948596013,14.154269972451791,1.990086673889491,11.453168044077136,0.1185905446937717,0.1276921523758245,0.6963951752033285,1.5703978647093169,5.9550653967096565,1.3074756229685809
180897,25.0,Consumer Discretionary,2017-02-28,ROST,0.4055312950092228,88.44126322213181,0.6219003418911955,55.98611676159479,0.1124448322220232,0.0857633954863541,0.4994360956373615,0.1946071489793944,5.590920910607005,0.5070840748030708
182206,20.0,Industrials,2017-02-28,R,0.1596650209464788,3.739832119207538,0.5917357627479188,2.790006966849969,0.939989301735572,0.0389922828755747,0.8117602697521127,3.08786007452642,63.12724571119817,0.0359154368319143
183116,55.0,Utilities,2017-02-28,SCG,0.0850138063760354,3.193905817174515,0.5883777239709443,2.6481994459833795,0.7528854880653707,0.1407617695765318,0.6939648260009622,4.875984251968504,8.965174129353233,0.100726392251816
183214,15.0,Materials,2017-02-28,SHLM,0.1015403154297509,2.561467075830961,1.1101945056692948,-5.712999593300551,0.0798829991945847,-0.1484122436535112,0.8152111095757288,4.496708588053325,6.95397913635792,0.1063691517644118
184545,15.0,Materials,2017-02-28,SEE,0.1436237352430966,3.6933449325793823,0.7340601255368352,3.1157024793388426,0.0753151287809819,0.0717584054999041,0.9174865680529428,4.0971895854873575,6.244415840084804,0.1716456652036434
184747,25.0,Consumer Discretionary,2017-02-28,SCI,0.0622955632051252,3.465849851628386,0.6097477085541116,2.092200156700166,0.2876597246157444,0.0584064659565041,0.9090186539475464,4.469744411665736,80.21648914605831,0.3847844274638853
185866,15.0,Materials,2017-02-28,SHW,0.3218892673497669,11.81947328799128,0.9044927874835772,8.351013706453456,0.0781024766163099,0.095541584476267,0.7218163408895729,0.967106664355234,5.49690635098924,0.3145057276333523
185970,30.0,Consumer Staples,2017-02-28,SJM,0.1042167136762521,7.608747753145597,0.6301389783326755,5.335530257639305,0.6164543024075808,0.0963361380338694,0.55564598295271,3.160586742223009,4.495005663680363,0.1066954733365187
187160,20.0,Industrials,2017-02-28,SNA,0.2042757407628582,16.381226053639846,1.3678625568468925,11.46743295019157,0.2650150555211226,0.147206207230993,0.4420731707317073,1.0937599659827788,3.339686861810756,0.0784234461849418
187462,15.0,Materials,2017-02-28,SON,0.161669355667144,7.609299895506791,1.2159662902309447,5.988401253918496,0.3045661983669312,0.0598873857722036,0.603715382558588,1.6395107988064312,9.6011694626248,0.3204845156338773
188174,55.0,Utilities,2017-02-28,SO,0.08125947397814,3.900531511009871,0.537276457381745,2.8929384965831435,0.8431880974725753,0.1253015681544029,0.7548337693829367,6.212462364183794,5.2035661218424965,0.1528992800185802
188986,40.0,Financials,2017-02-28,KEY,0.0189303325762351,,,,0.6884200023993224,0.1464861857964027,0.8883131920881182,6.703467153284672,0.7367256637168141,
189108,55.0,Utilities,2017-02-28,SJI,0.077561195246404,4.97453283923362,0.4332275903189506,4.129149254908145,0.6097925652325772,0.1148683068017366,0.654411782444867,4.777194142992509,12.623489479521972,0.0191912024051462
190174,20.0,Industrials,2017-02-28,LUV,0.2253015830306292,31.172131147540984,0.6079777907656342,19.39344262295082,0.3853602349302634,0.1098653610771114,0.6375075152452118,0.6741640127388535,39.907407407407405,0.4829047340736412
190344,50.0,Communication Services,2017-02-28,T,0.1243953760293022,4.190796277145812,0.7183248971844353,3.2364701826956224,0.7019112448654967,0.0792364575636743,0.6926608571619604,2.462282205653682,25.32411067193676,0.1192858272698513
190800,55.0,Utilities,2017-02-28,SWX,0.10692067714881,3.9515467361528698,0.619711159737418,3.031683036012561,0.6883161736344858,0.0617929761957984,0.6982933193051007,2.735906546338694,,0.044664412174259
191849,10.0,Energy,2017-02-28,SWN,0.0842881601475042,0.85,1.6785714285714286,-10.0125,0.1711380306152835,-1.084975369458128,0.8704070096099491,7.2703125,,1.337406015037594
192162,25.0,Consumer Discretionary,2017-02-28,CAA,0.0992138812934895,3.3629327902240327,,3.078379247507772,1.0811607399442884,0.0748417219478641,0.5168716566364804,4.33464535285051,0.7498441049631847,
192791,20.0,Industrials,2017-02-28,SWK,0.1237957360616999,7.70642673521851,1.1791629563668744,5.962982005141388,0.4059185466232291,0.0846242186746618,0.5923478883779237,2.007131994336357,4.5773532152842495,0.4031344612644702
193269,40.0,Financials,2017-02-28,STT,0.0218901801635614,,,,0.6071559901558572,0.2025137025137025,0.912570354926699,3.26123595505618,,
193356,55.0,Utilities,2017-02-28,EIX,0.0806659516476596,3.463576158940397,0.3186738836265223,3.354304635761589,0.866462758017537,0.1198079029404331,0.7234552504920205,3.0424493778970483,30.711462450592887,0.0162381596752368
193893,35.0,Health Care,2017-02-28,SYK,0.1697835450629737,11.263157894736842,1.852287166454892,8.223684210526315,0.2137829340900871,0.1454304635761589,0.5326645461218498,2.220295439948619,1.936222403924775,1.0749682337992377
194839,40.0,Financials,2017-02-28,NAVI,0.02713439478468,1.4186808684965178,,1.2789840229414176,0.7740282214832771,0.140499277903858,0.969265949015982,,,
196481,30.0,Consumer Staples,2017-02-28,SVU,0.1075111286414605,1.567251461988304,0.3865371269951423,1.2690058479532165,,0.0036906290115532,1.0802707930367506,5.209119496855346,10.47156862745098,0.0305343511450381
197253,30.0,Consumer Staples,2017-02-28,SYY,0.1954457907977319,8.838060555779363,1.1473779253590912,5.115722884117569,0.0886278334717167,0.0194409009287783,0.7983508919684394,2.341548499612335,14.854830209519717,0.3236071820187579
197466,40.0,Financials,2017-02-28,STI,0.0228359431072652,,,,0.8359543730891907,0.2061697222527171,0.8847199511897499,3.654714475431607,0.326963906581741,
197702,55.0,Utilities,2017-02-28,AWR,0.1089470975239199,5.192413886751459,0.681877444589309,3.704159688589146,0.4323412029119923,0.1369978926223437,0.6638562713321315,2.6783988643319483,4.848886589752535,0.002450209054534
199626,35.0,Health Care,2017-02-28,TFX,0.1268561619073201,6.823920205311152,2.02789690538436,5.317122003603867,0.3391679188729831,0.126971933489184,0.4506810601218694,2.0967596622695144,2.502643685628808,1.2715867797196747
199847,15.0,Materials,2017-02-28,ATI,0.0122142157356455,-0.6548808608762491,1.0293495131931705,-3.926210607225211,0.7900066578289426,-0.2044598991896893,0.7205415860735009,28.14092953523238,2.443212336480984,0.3239734725553831
200987,25.0,Consumer Discretionary,2017-02-28,TEN,0.1835679056898833,7.5,0.9488089204257476,5.8108108108108105,0.1711862331134078,0.041400162809629,0.8481362172112287,1.8492791612057664,10.06515580736544,0.1768879878357831
201714,45.0,Information Technology,2017-02-28,TXN,0.3514283089923762,59.8,2.5030918727915195,45.9375,0.1445575198394725,0.268885564697083,0.3626072667518714,0.628855201254574,2.5820166618787703,1.5415194346289751
202085,20.0,Industrials,2017-02-28,TXT,0.1068981573870817,6.741379310344827,,5.844827586206897,0.4341288111168719,0.0611401218450826,0.6370621174632114,2.2899813316739266,2.509690816797416,
202650,35.0,Health Care,2017-02-28,TMO,0.1057922842510931,6.055792163543441,0.9880595174483128,5.312819420783645,0.4340534525333611,0.1108289874740753,0.5308108696836029,3.6216893186966375,4.270820451843044,0.1656870401578363
204540,20.0,Industrials,2017-02-28,TTC,0.2960698222635755,16.8711591651999,1.017540569033652,12.616494845360824,0.1059494586670038,0.096518475620304,0.6035835210786454,0.8883475405885719,4.534890608341075,0.589762827187882
204629,20.0,Industrials,2017-02-28,TKR,0.1396204632368858,7.378612716763006,1.453943008614977,5.410404624277456,0.4159017030569816,0.0571578395385422,0.5265199579451111,1.7033591731266151,3.3737373737373737,0.3605036447978794
204800,25.0,Consumer Discretionary,2017-02-28,SIX,0.1743727563570562,3.905519744588903,0.8059293816782296,2.436104737972978,,0.0896636193172947,0.8796521406359038,3.858090420840936,26.218992799457222,0.4472546462753836
205355,45.0,Information Technology,2017-02-28,TSS,0.1853234962713917,5.94337978268901,2.392237000806465,4.027935924519007,0.2801093201836013,0.076650383194363,0.6663597320652568,3.5334273058901253,175.81004997051429,1.0118971435912196
205881,25.0,Consumer Discretionary,2017-02-28,TRCO,0.0480455057849371,1.5373136282977231,2.353259399513119,1.5699356334182388,1.4982790377766513,0.0446833305098232,0.6228418503420523,7.412129073188113,,1.080549620316128
206663,20.0,Industrials,2017-02-28,TRN,0.1119081460424625,3.9846069268829023,,2.888949972512369,1.1821530276418326,0.0748861234008238,0.527566217001085,3.0329430442548126,3.9444340853999615,
207532,30.0,Consumer Staples,2017-02-28,TSN,0.1669168948158615,12.825,0.7260558921949896,8.916666666666666,0.5490245314734199,0.0514751700035219,0.5666826724436355,1.638425925925926,10.94829097283085,0.1014741792529619
208827,55.0,Utilities,2017-02-28,AEE,0.0920995469496679,3.615183246073298,0.3986537023186238,2.7094240837696337,0.8974764740473564,0.1074720210664911,0.7066682861654318,3.5193171608265947,7.230046948356808,0.0033657442034405
209012,20.0,Industrials,2017-02-28,USG,0.126205694363742,2.863013698630137,1.6895734597156398,2.4452054794520546,0.4477290585179889,0.0699370235333112,0.5125355388989403,1.9944751381215469,7.938181818181818,1.1587677725118484
209110,20.0,Industrials,2017-02-28,UAL,0.1716768928778657,8.104234527687296,0.5238482825980791,4.685667752442996,0.3776441066796252,0.0619050224313382,0.7842800199302441,1.683445994534733,30.02110490378647,0.3604102230180694
209816,20.0,Industrials,2017-02-28,UNP,0.1687847858010479,10.41833810888252,0.7909340659340659,7.064469914040115,0.424758008808,0.2122762148337596,0.642270002512653,1.6119226638023632,14.63317274604267,0.3673076923076923
210388,35.0,Health Care,2017-02-28,UNH,0.1279713740376527,12.11808809746954,0.6878705433281898,7.576382380506092,0.2693326143254103,0.0379625622159705,0.6727546616725022,2.2002002002002,,0.2695322017380005
211217,20.0,Industrials,2017-02-28,UPS,0.1956842212281415,13.860759493670884,1.1514919011082694,9.686075949367089,0.0051955872279803,0.0563327094210751,0.9893751393119844,2.0879334978568647,163.71384615384616,0.3893435635123615
211371,40.0,Financials,2017-02-28,UMBF,0.0198078894124579,,,,0.5122672401990345,0.1589430951270436,0.9051187736588538,4.908551150281637,12.852598996691215,
211739,55.0,Utilities,2017-02-28,UTL,0.102915478708728,2.7552742616033754,0.7405313736574336,2.1434599156118144,0.6128205252850407,0.0706833594157538,0.7402056372983513,3.814119749776586,387.8571428571429,0.0327868852459016
212592,35.0,Health Care,2017-02-28,UHS,0.170110889105131,10.07253833022601,1.1811430779285743,6.525601994981081,0.449568487741728,0.0719297383261599,0.5534986036754728,2.437288563062641,66.84444205101863,0.0256168905845193
212915,30.0,Consumer Staples,2017-02-28,UVV,0.1071538495756343,12.386235955056184,3.1823854159831475,8.413226673180265,0.8485330391109394,0.0545572289373206,0.3479197262565981,1.8195203311011128,2.1305632241571466,1.3142528913495055
213611,20.0,Industrials,2017-02-28,VMI,0.1398763848162835,5.689567430025446,2.5816583201847654,4.90083091265284,0.3086103155704624,0.0686971680739317,0.5891736988816886,2.257313815897459,5.14678731721442,1.143205049049873
214459,15.0,Materials,2017-02-28,VAL,0.1576706001592703,6.4330057420494695,0.8871648417626519,4.898409893992933,0.1650008113235587,0.0842466577195558,0.7419376296485148,2.613004797272974,5.493222568452545,0.1387061351534973
