,gsector,gicdesc,public_date,ticker,roa,intcov_ratio,quick_ratio,intcov,bm,npm,debt_assets,debt_ebitda,inv_turn,cash_ratio
24459,10.0,Energy,2017-02-28,BHI,0.0230087674537273,-3.764044943820225,3.193576388888889,-14.382022471910112,0.4594282992731043,-0.2782237577481963,0.3308290427655774,6.084677419354839,3.4659331358442658,1.984375
24780,40.0,Financials,2017-02-28,BPOP,0.0245762986603604,,,,1.1318512190533727,0.1115420419775535,0.8655524916203049,2.247353821965601,1.2137963859053482,
25403,40.0,Financials,2017-02-28,BK,0.0238707787841578,,,,0.7680841075083827,0.2262983284420059,0.8813083075188398,4.055990783410138,85.2,
26293,35.0,Health Care,2017-02-28,BCR,0.2282173870621524,17.543119266055047,1.6533501668319956,10.75045871559633,0.1034346574638039,0.1430802369413032,0.6843067412977516,1.4037622915775974,2.594401695104271,0.997835693029128
26868,35.0,Health Care,2017-02-28,BAX,0.1077188466909449,11.401869158878505,1.8746355685131195,47.41121495327103,0.3503707252875049,0.4886352454983764,0.4673871092242378,1.4143365531265888,3.372445616348055,1.0207725947521866
27508,35.0,Health Care,2017-02-28,BDX,0.1274113434215086,5.756476683937824,1.002105982127611,4.391191709844559,0.2152232716158204,0.1054030115146147,0.6973746035475156,3.550468419462073,2.986185508880744,0.3368433035460185
28428,50.0,Communication Services,2017-02-28,VZ,0.1717605662616096,5.128346456692913,0.8303559657218194,3.584055118110236,0.3147232778080949,0.1041990792189236,0.9015808010484068,2.574511672224869,41.91035044824776,0.094924192485168
29086,15.0,Materials,2017-02-28,BMS,0.1636527652487683,7.042833607907743,1.069432390210033,4.891268533772652,0.3337308145386985,0.0589851163719908,0.6609790887315984,2.6205902306648574,5.535385473821259,0.1287970838396112
29247,25.0,Consumer Discretionary,2017-02-28,BBY,0.1661288264143375,21.945945945945947,0.6686979627989371,15.554054054054054,0.3498694045322909,0.0272354845235686,0.6793566474841375,0.6434372256365233,5.657575324860774,0.4641275465013286
30127,35.0,Health Care,2017-02-28,BIO,0.071540427021999,5.81528575334974,2.799705933523154,2.281788351107465,0.5211508010887089,0.0135989656566281,0.3282024898558734,1.6063823494617295,1.5466895196442028,1.7907078388023474
30720,55.0,Utilities,2017-02-28,BKH,0.1010274421725288,2.688179669030733,0.6811559064424965,1.5227451823196505,0.6566732628240669,0.0463898322540614,0.7337972669245565,5.872079052111872,10.390650672407844,0.0300303827008023
31542,25.0,Consumer Discretionary,2017-02-28,HRB,0.3245662850040157,7.1796061666592825,1.404897680319892,4.966408984184645,0.0051762330928539,0.1182534669379968,1.127376975950287,2.296352583586626,,0.7611972074189952
32259,20.0,Industrials,2017-02-28,BA,0.0918630188986198,12.770093457943926,0.3847488730203056,10.149532710280374,0.022429640397547,0.0517600532932928,0.9902552307299132,1.1749704840613933,1.7487618289555142,0.2000438823951809
32895,15.0,Materials,2017-02-28,RFP,0.0581381664116747,1.0789473684210529,1.094218415417559,-1.131578947368421,3.528089419894678,-0.0228490832157969,0.5999532382511106,3.08502024291498,5.668766876687669,0.0749464668094218
33694,35.0,Health Care,2017-02-28,BMY,0.1641738599037507,26.819209039548024,1.409682162651284,26.180790960451976,0.16603951543971,0.2294229680341792,0.515026552348177,1.248464544946957,3.4922826969943137,0.718244542472571
34275,25.0,Consumer Discretionary,2017-02-28,BC,0.1813210712732244,15.936877076411958,0.960099492175355,10.116279069767442,0.296139723656599,0.0611340091344547,0.5615733552531433,0.7580534612748457,4.3666643632091775,0.4864752824126852
35211,45.0,Information Technology,2017-02-28,UIS,0.1120822128313485,4.266447368421052,1.0170130399348003,-0.5690789473684212,,-0.016910695926543,1.8148990898298376,1.2853470437017995,58.13186813186813,0.3775468622656887
35532,20.0,Industrials,2017-02-28,MTZ,0.1448378814857082,5.490006701620215,1.5374647317229968,3.5872787479796586,0.4038035999221777,0.025563893374164,0.653286762848666,2.313655582992254,44.06214353022864,0.0461517399016655
35861,25.0,Consumer Discretionary,2017-02-28,CAL,0.1434485501308903,8.42981845784047,0.8459992767691586,6.293819975963059,0.601589697353483,0.0328379713518226,0.5294488792640584,1.0528312237416038,2.618869957999842,0.4002069671237726
36661,35.0,Health Care,2017-02-28,CI,0.0716199505358615,14.183266932270916,,8.43824701195219,0.4005106747796698,0.0470656448522738,0.7677729110512129,1.2067146282973622,,
37118,40.0,Financials,2017-02-28,CNA,0.0225244831338411,7.327044025157233,,6.40251572327044,1.06622515140415,0.0930157011369788,0.783299838864447,2.181964573268921,,
37609,20.0,Industrials,2017-02-28,CSX,0.1331384043262885,5.853195164075993,1.0196078431372548,3.9602763385146806,0.6379404572554497,0.1548468696359201,0.6697916078387078,2.4078891257995734,16.85336856010568,0.5
37788,15.0,Materials,2017-02-28,CBT,0.1612635078969244,6.055555555555555,1.336333491236381,4.888888888888889,0.3904375896586466,0.086812732534105,0.5425691436187937,1.959278350515464,4.729651162790698,0.3737565135007105
39393,45.0,Information Technology,2017-02-28,CACI,0.0995116854046783,6.249856557377049,1.5289317468737007,4.213073770491802,0.6456951780378022,0.037138463812274,0.5866896532882931,3.7852269437043606,,0.0977496713836679
40427,30.0,Consumer Staples,2017-02-28,CPB,0.1970217640320733,11.130434782608695,0.4523298888672256,6.747826086956522,0.1200668010199983,0.0830402010050251,0.8024410038706455,2.302168447517285,5.332218506131549,0.124293234548645
40679,30.0,Consumer Staples,2017-02-28,STZ,0.1392279717828506,6.082954545454545,0.5161513989721837,4.768465909090909,0.2706683660837004,0.1830488360219134,0.605674441652214,3.466977173548171,1.835094919147728,0.0637286891263561
41018,35.0,Health Care,2017-02-28,CAH,0.0916452347711073,13.886363636363637,0.5658606009912486,8.676136363636363,0.2780254782671401,0.0106180640699173,0.8064155111770007,1.770285439384221,10.85763239173073,0.1157538607508021
41420,20.0,Industrials,2017-02-28,CSL,0.1850780944203841,18.14329268292683,1.9049659201557936,8.646341463414636,0.3643198506584087,0.0682374707514828,0.3779565283171113,0.8137535816618912,6.488403819918145,0.7503407984420642
42475,20.0,Industrials,2017-02-28,CAT,0.0754955907598514,2.4819494584837547,0.8936552885351293,0.9395306859205776,0.2458875715493397,-0.0017385888886005,0.8231286142642964,6.360539512363825,2.852134978704816,0.2827185060462268
43358,15.0,Materials,2017-02-28,CRS,0.0700280361354634,2.5901639344262297,1.2229689994119128,0.7278688524590164,0.7660287143946152,-0.0047968560365254,0.5933603644728481,3.161921708185053,2.061202848053325,0.1502142317062925
43817,35.0,Health Care,2017-02-28,MGLN,0.1178147146294707,15.676248405768666,1.15319760259871,8.640439517315805,0.6214315593003549,0.0161010683737712,0.548023539839595,2.3261847619190923,83.30387082665112,0.5863439630324381
45006,10.0,Energy,2017-02-28,CVX,0.0506441699719298,-8.144754316069058,0.761365423942111,0.3399734395750332,0.7324786692100147,-0.0048107637208401,0.4358538592268473,3.4618733113179228,14.339998298306815,0.2202611294635834
45307,40.0,Financials,2017-02-28,JPM,0.0234127041487443,,,,0.7430219716195519,0.2344671330792712,0.8979554968903705,8.737943199858881,5.947884012539185,
45570,25.0,Consumer Discretionary,2017-02-28,EAT,0.2995016594131573,7.446048284625159,0.3839656854034405,5.516238881829733,,0.0549202606420868,1.2599312160864131,2.8721938184990967,105.3439102755992,0.0963592450743046
46284,25.0,Consumer Discretionary,2017-02-28,CHDN,0.134470648151172,4.093821510297483,0.5255287331766716,3.473684210526316,0.3376134223591851,0.0826073666513831,0.6961497515968772,3.024942566458812,,0.1773125400555437
47187,30.0,Consumer Staples,2017-02-28,CHD,0.1938915340843108,26.039285714285715,0.4976544565325881,17.392857142857142,0.221882136011536,0.1314019066158999,0.5457384993454444,1.4580737901293723,6.733934611048478,0.1874438566723226
47626,50.0,Communication Services,2017-02-28,CBB,0.1924951592441744,1.3874345549738218,0.8896522112494634,2.332460732984293,,0.0858492157193455,1.0789746917585985,4.18522372528616,31.35334872979215,0.0416487762988407
48800,20.0,Industrials,2017-02-28,CTAS,0.2307138214201872,13.581107480885176,1.0686498775516715,9.310283269897942,0.1903580029692177,0.0981944056124961,0.5330669789494457,1.2576678113501605,3.2972617535280846,0.2884263594955289
49450,15.0,Materials,2017-02-28,CLF,0.1910134502635857,1.3581047381546136,1.4185630273587315,1.967581047381546,,0.0915958451369216,1.6915640106034615,5.754191385091566,4.520428289659059,0.8268984914344156
49918,30.0,Consumer Staples,2017-02-28,COKE,0.1155649605841453,3.581762373010268,0.9832957347234264,2.3621448362036186,0.2713306430287412,0.0158869456233438,0.8517957251404786,3.8472605661577095,15.699223661792916,0.047717112863529
50537,30.0,Consumer Staples,2017-02-28,KO,0.1320455788411337,13.55163043478261,1.181026684758028,9.86820652173913,0.1508320823523482,0.155913336359076,0.7339291852870402,3.9034158838599486,5.282051282051282,0.836763153927333
50961,30.0,Consumer Staples,2017-02-28,CLX,0.2859599839477154,12.436781609195402,0.6412976629766297,8.505747126436782,0.0225561902879058,0.1111489361702128,0.9374859834043509,1.906575781876504,6.566078116639915,0.2516912669126691
51703,15.0,Materials,2017-02-28,CDE,0.1511662903871844,1.8115660881874904,2.0628118730387364,2.45105646725738,0.5127346977207379,0.0831389489273435,0.4173312942742827,1.0523699981537018,2.5936353697769343,1.3905207743882573
52373,30.0,Consumer Staples,2017-02-28,CL,0.3660147003861966,25.574193548387097,0.9582450832072618,16.748387096774195,,0.1606449489963804,0.9985977068382412,1.4824143408214203,4.777541471714164,0.4193645990922844
52665,40.0,Financials,2017-02-28,CMA,0.0197300749024887,,,,0.6528965163527204,0.1611486486486486,0.893173285099619,3.6284114765570328,13.333333333333334,
53252,40.0,Financials,2017-02-28,CBSH,0.0247591538225256,,,,0.400146006272302,0.2325758746582822,0.9024573674223398,2.9354805001053004,5.491207224334601,
53802,25.0,Consumer Discretionary,2017-02-28,CMCSA,0.1525784126728018,5.674044265593562,0.7597399582075691,3.915828303152247,0.5412832021970687,0.1081427309926247,0.6807756232686981,2.305536671954075,,0.1577896447643371
54215,15.0,Materials,2017-02-28,CMC,0.0921284487732659,2.658251549586777,2.108109102631893,1.8489798553719008,0.5426572359717692,0.0122072276461352,0.5597380490941878,3.723467955284679,5.312906769473116,0.7500041997009814
54608,40.0,Financials,2017-02-28,C,0.0187852990687389,4.073360144224102,,3.075995007627236,1.2494715405496477,0.1813094978562604,0.8738095517101107,13.402592693318828,0.2646011167447532,
54922,20.0,Industrials,2017-02-28,CAR,0.169458854210959,1.7214428857715431,1.028296547821166,1.3266533066132264,0.8400750678400244,0.0188243446125418,0.9874737856373632,4.148879223820676,,0.277306168647425
55136,20.0,Industrials,2017-02-28,AIR,0.0702026764770406,12.773584905660377,0.9687592319054652,9.11320754716981,0.7112304712770083,0.0266451852769859,0.412185038365347,1.5737980769230748,2.340822493759033,0.0830871491875923
55770,45.0,Information Technology,2017-02-28,CA,0.1414729126102394,20.316666666666663,1.2887584051520031,14.15,0.4253010121990436,0.1956360029754525,0.5,1.3534650259067358,,1.041860024623544
56647,55.0,Utilities,2017-02-28,CTWS,0.0613183035535835,4.64358010410642,0.5048163265306123,4.381578947368421,0.4580939725005126,0.235255655812737,0.6981524585023365,5.10341156019122,33.86679352997145,0.0283718820861678
56952,55.0,Utilities,2017-02-28,CMS,0.1004718554882989,2.9477272727272728,0.6229755178907721,2.2522727272727274,0.5690778735111772,0.0861072042506641,0.8015909721579872,4.759962049335863,6.112535612535613,0.095668549905838
57534,30.0,Consumer Staples,2017-02-28,CAG,0.0830128338173161,3.4555817610062887,0.8303017865243784,1.6521226415094337,0.2784769521772927,0.0201425397326469,0.6881568568826505,4.229454735194365,3.583349542890488,0.3860577650083169
57845,10.0,Energy,2017-02-28,CLR,0.0938175215122145,-1.8572943767508316,0.8593436458660672,-0.2468071699078492,0.3208227076857273,-0.2018302526974816,0.6885269497564978,4.88210167514615,4.326790790635401,0.0178497693569128
58524,30.0,Consumer Staples,2017-02-28,TAP,0.0408911571491044,2.430399181166837,0.4994140934283451,11.126407369498464,0.6272834166964782,0.4050562947799386,0.6039159552170135,14.187918674344813,6.806217616580311,0.1776405384006334
59206,45.0,Information Technology,2017-02-28,GLW,0.0989264075399496,8.774725274725276,2.7542711741185024,21.302197802197803,0.7079285325900752,0.3935037273695421,0.3562493279329008,1.3975644699140402,3.07843137254902,1.9233006179571064
59450,25.0,Consumer Discretionary,2017-02-28,CTB,0.208445692880191,13.391255908170155,1.897644634534977,9.385584064821066,0.5231839926179548,0.0849203844685009,0.5685125763773696,0.6183285064129086,4.853818686049357,1.007206268195378
60409,35.0,Health Care,2017-02-28,COO,0.1373056739709203,14.255513827244794,0.9632904903486778,10.35189484465688,0.3187428379189399,0.1392693971061829,0.3967639711004536,2.1739753356869724,1.4012357473477048,0.1879318861787102
61033,20.0,Industrials,2017-02-28,CR,0.1384424485937131,10.895890410958904,1.8686635944700465,4.364383561643836,0.2765866117500445,0.0446870451237263,0.6657817969661611,1.590482287665386,4.6911314984709485,0.9786866359447004
61225,40.0,Financials,2017-02-28,OMF,0.0948467291150871,1.5619158878504673,,1.2511682242990654,1.0267994247994203,0.0551282051282051,0.8308227114716107,7.51291711517761,4.303477344573235,
62502,15.0,Materials,2017-02-28,CCK,0.1358886793414547,4.309523809523809,0.5511049723756906,2.9682539682539684,0.0774003410076746,0.0598744567841622,0.9304094176476716,3.68417104276069,5.356387306753458,0.1930248618784531
63324,40.0,Financials,2017-02-28,CFR,0.0180369300046217,,,,0.5103362991436143,0.2697779787554752,0.9005664233445143,2.289074942070662,27.15612353567625,
63570,20.0,Industrials,2017-02-28,CMI,0.1517332891026704,20.964285714285715,1.1634682080924856,17.595238095238095,0.3036402097218597,0.0796161973842024,0.522083805209513,0.8115435067774377,4.659977703455964,0.3190751445086705
63885,25.0,Consumer Discretionary,2017-02-28,WEN,0.1075487504153188,2.700945976550931,1.954446477544865,2.129109248967788,0.2922442645133165,0.0903040090064357,0.8660335276649691,5.80501319383148,207.92991763227695,1.112008379657599
64246,35.0,Health Care,2017-02-28,DHR,0.0876285187264415,16.102494577006507,0.7209339540296772,12.677874186550977,0.4269197841875094,0.1275529545562242,0.490525507061439,2.994337872797384,3.342777544154752,0.1401949374454466
64763,25.0,Consumer Discretionary,2017-02-28,DAN,0.1332462442847812,3.8053097345132745,1.3136472466081404,6.663716814159292,0.4370515399141309,0.1098523858565053,0.7444444444444445,2.718954248366013,7.613618368962787,0.5881883479648843
