,public_date,ticker,roa,intcov_ratio,quick_ratio,intcov,bm,npm,debt_assets,debt_ebitda,inv_turn,cash_ratio
21808,2017-02-28,BPOP,0.02457629866036049,,,,1.1318512190533727,0.1115420419775535,0.8655524916203049,2.247353821965601,1.2137963859053482,
22092,2017-02-28,AVT,0.06270269496579799,5.848819020044111,1.5728663197032389,3.72045121109956,0.7734647287472171,0.01702876182606965,0.5938839124533725,3.97545718614731,5.2661329825070196,0.2554649782029584
22898,2017-02-28,BDX,0.1274113434215086,5.756476683937824,1.002105982127611,4.391191709844559,0.2152232716158204,0.1054030115146147,0.6973746035475156,3.550468419462073,2.986185508880744,0.3368433035460185
23698,2017-02-28,BAX,0.1077188466909449,11.401869158878505,1.8746355685131195,47.41121495327103,0.3503707252875049,0.4886352454983764,0.4673871092242378,1.4143365531265888,3.372445616348055,1.0207725947521866
24066,2017-02-28,BOH,0.02227988439616478,,,,0.3111456324844035,0.2779124670913081,0.9295712374094028,2.250491722207861,1.291118209032184,
24324,2017-02-28,VZ,0.1717605662616096,5.128346456692913,0.8303559657218194,3.584055118110236,0.3147232778080949,0.1041990792189236,0.9015808010484069,2.574511672224869,41.91035044824776,0.09492419248516809
24604,2017-02-28,BBY,0.1661288264143375,21.945945945945947,0.6686979627989371,15.554054054054054,0.3498694045322909,0.02723548452356868,0.6793566474841375,0.6434372256365233,5.657575324860774,0.4641275465013286
25500,2017-02-28,BIO,0.07154042702199906,5.81528575334974,2.799705933523154,2.281788351107465,0.5211508010887089,0.01359896565662817,0.3282024898558734,1.6063823494617295,1.5466895196442028,1.7907078388023474
26597,2017-02-28,BA,0.09186301889861989,12.770093457943926,0.3847488730203056,10.149532710280374,0.022429640397547,0.05176005329329287,0.9902552307299132,1.1749704840613933,1.7487618289555142,0.2000438823951809
26933,2017-02-28,HRB,0.3245662850040157,7.1796061666592825,1.404897680319892,4.966408984184645,0.00517623309285392,0.1182534669379968,1.127376975950287,2.296352583586626,,0.7611972074189952
27552,2017-02-28,BMY,0.1641738599037507,26.819209039548024,1.4096821626512839,26.180790960451976,0.16603951543971,0.2294229680341792,0.515026552348177,1.248464544946957,3.4922826969943137,0.718244542472571
27699,2017-02-28,RHI,0.3599824299878395,,1.8888682975043243,,0.1743475888400206,0.06540245798462174,0.3888544863780118,0.001607247457053614,,0.3827070610799299
28637,2017-02-28,BC,0.1813210712732244,15.936877076411958,0.960099492175355,10.116279069767442,0.296139723656599,0.06113400913445471,0.5615733552531433,0.7580534612748457,4.3666643632091775,0.4864752824126852
29073,2017-02-28,MTZ,0.1448378814857082,5.4900067016202145,1.5374647317229968,3.5872787479796586,0.4038035999221777,0.025563893374164,0.653286762848666,2.313655582992254,44.06214353022864,0.0461517399016655
29546,2017-02-28,CI,0.0716199505358615,14.183266932270916,,8.43824701195219,0.4005106747796698,0.04706564485227387,0.7677729110512129,1.2067146282973622,,
30333,2017-02-28,CSX,0.1331384043262885,5.853195164075993,1.0196078431372548,3.9602763385146806,0.6379404572554497,0.1548468696359201,0.6697916078387078,2.4078891257995734,16.85336856010568,0.5
30867,2017-02-28,STZ,0.1392279717828506,6.082954545454545,0.5161513989721837,4.768465909090909,0.2706683660837004,0.1830488360219134,0.605674441652214,3.466977173548171,1.8350949191477277,0.06372868912635615
31386,2017-02-28,CACI,0.09951168540467835,6.249856557377049,1.5289317468737007,4.213073770491802,0.6456951780378022,0.03713846381227404,0.5866896532882931,3.7852269437043606,,0.09774967138366793
31659,2017-02-28,CAH,0.09164523477110735,13.886363636363637,0.5658606009912486,8.676136363636363,0.2780254782671401,0.01061806406991732,0.8064155111770007,1.7702854393842207,10.85763239173073,0.1157538607508021
31977,2017-02-28,CPB,0.1970217640320733,11.130434782608695,0.4523298888672256,6.747826086956522,0.1200668010199983,0.08304020100502513,0.8024410038706455,2.3021684475172846,5.332218506131549,0.124293234548645
32614,2017-02-28,CSL,0.1850780944203841,18.14329268292683,1.9049659201557936,8.646341463414636,0.3643198506584087,0.06823747075148283,0.3779565283171113,0.8137535816618912,6.488403819918145,0.7503407984420642
33158,2017-02-28,CASY,0.199032600549645,8.816291927755252,0.4396320241886199,6.153335790637669,0.3645249193615988,0.03181906941113442,0.601687739602228,1.613684995580436,24.429783302640416,0.3195992151564863
33525,2017-02-28,CAT,0.07549559075985143,2.4819494584837547,0.8936552885351293,0.9395306859205776,0.2458875715493397,-0.001738588888600566,0.8231286142642964,6.360539512363825,2.852134978704816,0.2827185060462268
35193,2017-02-28,JPM,0.02341270414874439,,,,0.7430219716195519,0.2344671330792712,0.8979554968903705,8.737943199858881,5.947884012539185,
35549,2017-02-28,CHE,0.2576599645344219,50.75235531628533,0.9552644443409843,30.271332436069986,0.2073476794172954,0.06896081568615513,0.4044728819317795,0.4872682955243007,184.84232330764772,0.08909865449974394
36135,2017-02-28,CVX,0.05064416997192981,-8.144754316069058,0.761365423942111,0.3399734395750332,0.7324786692100147,-0.00481076372084019,0.4358538592268473,3.4618733113179228,14.339998298306815,0.2202611294635834
36325,2017-02-28,CHDN,0.134470648151172,4.093821510297483,0.5255287331766716,3.473684210526316,0.3376134223591851,0.08260736665138316,0.6961497515968772,3.024942566458812,,0.1773125400555437
36784,2017-02-28,CTAS,0.2307138214201872,13.581107480885176,1.0686498775516717,9.310283269897942,0.1903580029692177,0.09819440561249618,0.5330669789494457,1.2576678113501605,3.2972617535280846,0.2884263594955289
38157,2017-02-28,CHD,0.1938915340843108,26.039285714285715,0.4976544565325881,17.392857142857142,0.221882136011536,0.1314019066158999,0.5457384993454444,1.4580737901293725,6.733934611048478,0.1874438566723226
39045,2017-02-28,CLX,0.2859599839477154,12.436781609195402,0.6412976629766297,8.505747126436782,0.02255619028790588,0.1111489361702128,0.9374859834043507,1.9065757818765037,6.566078116639915,0.2516912669126691
39556,2017-02-28,CLF,0.1910134502635857,1.3581047381546136,1.4185630273587315,1.967581047381546,,0.09159584513692162,1.6915640106034617,5.754191385091566,4.520428289659059,0.8268984914344156
40185,2017-02-28,KO,0.1320455788411337,13.55163043478261,1.181026684758028,9.86820652173913,0.1508320823523482,0.155913336359076,0.7339291852870402,3.9034158838599486,5.282051282051282,0.836763153927333
41050,2017-02-28,CL,0.3660147003861966,25.574193548387097,0.9582450832072618,16.748387096774195,,0.1606449489963804,0.9985977068382413,1.4824143408214205,4.777541471714164,0.4193645990922844
41460,2017-02-28,COHR,0.2038782360228525,18.445831091984935,2.9431520815428427,11.534050564819797,0.294847592832984,0.09663999494661873,0.3387984031431708,0.8365318900075683,2.1441723091267284,1.8021625512471444
42279,2017-02-28,CMCSA,0.1525784126728018,5.674044265593562,0.7597399582075691,3.9158283031522467,0.5412832021970687,0.1081427309926247,0.6807756232686981,2.305536671954075,,0.1577896447643371
42621,2017-02-28,C,0.01878529906873894,4.073360144224102,,3.075995007627236,1.2494715405496475,0.1813094978562604,0.8738095517101107,13.402592693318828,0.2646011167447532,
42953,2017-02-28,CMA,0.0197300749024887,,,,0.6528965163527204,0.1611486486486486,0.893173285099619,3.6284114765570328,13.333333333333334,
43393,2017-02-28,CAR,0.169458854210959,1.7214428857715431,1.0282965478211659,1.3266533066132264,0.8400750678400244,0.01882434461254186,0.9874737856373632,4.148879223820676,,0.277306168647425
43848,2017-02-28,CBSH,0.02475915382252566,,,,0.400146006272302,0.2325758746582822,0.9024573674223398,2.9354805001053004,5.491207224334601,
45091,2017-02-28,ED,0.07853286047477555,3.5199430199430197,0.7980744210252407,2.7735042735042734,1.0903597301578825,0.1031055900621118,0.7035333126100922,4.292921074043938,24.34833091436865,0.2019255789747593
45435,2017-02-28,CAG,0.08301283381731618,3.4555817610062887,0.8303017865243784,1.6521226415094337,0.2784769521772927,0.02014253973264695,0.6881568568826505,4.229454735194365,3.5833495428904873,0.3860577650083169
46133,2017-02-28,CMS,0.1004718554882989,2.9477272727272728,0.6229755178907721,2.2522727272727274,0.5690778735111772,0.08610720425066416,0.8015909721579872,4.759962049335863,6.112535612535613,0.09566854990583804
46294,2017-02-28,CLR,0.09381752151221456,-1.8572943767508314,0.8593436458660672,-0.2468071699078492,0.3208227076857273,-0.2018302526974816,0.6885269497564978,4.88210167514615,4.326790790635401,0.0178497693569128
46830,2017-02-28,COO,0.1373056739709203,14.255513827244794,0.9632904903486778,10.35189484465688,0.3187428379189399,0.1392693971061829,0.3967639711004536,2.1739753356869724,1.4012357473477048,0.1879318861787102
46898,2017-02-28,TAP,0.04089115714910446,2.430399181166837,0.4994140934283451,11.126407369498464,0.6272834166964782,0.4050562947799386,0.6039159552170135,14.187918674344811,6.8062176165803105,0.1776405384006334
48102,2017-02-28,GLW,0.09892640753994969,8.774725274725276,2.7542711741185024,21.302197802197803,0.7079285325900752,0.3935037273695421,0.3562493279329008,1.3975644699140402,3.0784313725490198,1.9233006179571066
48533,2017-02-28,OMF,0.09484672911508717,1.5619158878504673,,1.2511682242990654,1.0267994247994205,0.05512820512820513,0.8308227114716107,7.51291711517761,4.303477344573235,
49557,2017-02-28,CCK,0.1358886793414547,4.309523809523809,0.5511049723756906,2.9682539682539684,0.07740034100767462,0.05987445678416224,0.9304094176476716,3.68417104276069,5.356387306753458,0.1930248618784531
50372,2017-02-28,CMI,0.1517332891026704,20.964285714285715,1.1634682080924856,17.595238095238095,0.3036402097218597,0.0796161973842024,0.522083805209513,0.8115435067774377,4.659977703455964,0.3190751445086705
50432,2017-02-28,CFR,0.01803693000462175,,,,0.5103362991436143,0.2697779787554752,0.9005664233445143,2.289074942070662,27.15612353567625,
50702,2017-02-28,CW,0.1332109476610057,7.469404577191622,1.5517488026869573,5.5913013964313425,0.3085649121728624,0.08979999819813925,0.5749558641653233,2.391199338787348,3.3819962093052847,0.8201971975322171
51148,2017-02-28,DHR,0.08762851872644156,16.102494577006507,0.7209339540296772,12.677874186550977,0.4269197841875094,0.1275529545562242,0.490525507061439,2.994337872797384,3.342777544154752,0.1401949374454466
51216,2017-02-28,CR,0.1384424485937131,10.895890410958904,1.8686635944700463,4.364383561643836,0.2765866117500445,0.04468704512372634,0.6657817969661611,1.5904822876653861,4.6911314984709485,0.9786866359447005
51806,2017-02-28,WEN,0.1075487504153188,2.700945976550931,1.9544464775448647,2.129109248967788,0.2922442645133165,0.09030400900643576,0.8660335276649691,5.8050131938314795,207.92991763227698,1.112008379657599
52008,2017-02-28,CNA,0.02252448313384113,7.327044025157233,,6.40251572327044,1.0662251514041499,0.09301570113697888,0.783299838864447,2.181964573268921,,
53159,2017-02-28,DAL,0.1696249820393697,15.764172335600907,0.4304744405800905,10.91609977324263,0.3418277713490707,0.1103206438103888,0.7603051052457034,0.8281002936525864,34.11712846347607,0.2132029660738894
54157,2017-02-28,TGT,0.1865363107430539,8.42671009771987,0.3453381932651286,6.322475570032573,0.3094612688147789,0.04640002271726938,0.6914796137407808,1.769031258420911,5.522211032785051,0.2235223460216212
54452,2017-02-28,DE,0.06839531092306497,3.1364288509195246,,2.987609234381114,0.2405553909477719,0.05859801584249789,0.8871224220180954,8.998461344431833,4.998588892769822,
55015,2017-02-28,DIS,0.1850759085354442,34.728606356968214,0.8220436441153371,22.980440097799512,0.2824433889848398,0.1629449720872907,0.4773497959082972,1.2256409493783833,12.31187707641196,0.2606866374957927
55127,2017-02-28,DTE,0.08016058442199481,3.029045643153527,0.8165777595404186,2.800829875518672,0.7505115074519046,0.08165569143932268,0.7035360943790768,4.836617405582923,10.405079365079365,0.04636848584324989
55693,2017-02-28,DV,0.11793192197023,33.3696567357513,1.2803624495203372,13.119980569948186,0.8359826595497871,0.04652413097835983,0.2798680844044394,0.3563999389602356,,0.7022648531151021
56336,2017-02-28,DG,0.2081612611030289,20.874195742009725,0.1735611043805526,13.691656640686297,0.3107913833983444,0.05705020012424586,0.5328112700603346,1.2880784733753312,4.441204393781459,0.07545712594082281
56583,2017-02-28,D,0.08077787235347796,3.2159583694709455,0.3356746765249538,2.8412836079791846,0.4824888582850366,0.1808809746954077,0.76483731322441,6.663185874311752,4.505571030640668,0.03216266173752311
57059,2017-02-28,DOV,0.1215324453982476,5.7020256449732765,0.8857847012706164,4.730852413105476,0.3872431556771445,0.0748993795131302,0.6243822280980676,3.1926339985647796,4.689592693120877,0.1799426691913387
57494,2017-02-28,OMC,0.1016783689407877,9.57987601335241,0.8276841601895667,6.477348593228422,0.1322882635604732,0.07450265617601463,0.8764882108662057,2.182335563472065,11.272808149103687,0.2157463118000985
57836,2017-02-28,DD,0.1291753975101689,10.762162162162163,1.2862762729009778,7.781081081081081,0.1603456147823419,0.1013164270715555,0.7448703833450105,1.6290076335877863,2.361804791331584,0.670675508598404
58124,2017-02-28,DCI,0.2107104674895519,14.839024390243901,1.3571943743238373,11.258536585365855,0.1626270154753195,0.09408133136491746,0.5740172032850214,1.5789404322614655,5.3983454987834545,0.4438784709700686
58675,2017-02-28,DUK,0.07101533178164518,3.2109988776655443,0.3910483940784348,2.43658810325477,1.0247911068575846,0.1125076909554364,0.6908655403318745,5.588065661047027,3.7474086197490455,0.03393645571811964
59603,2017-02-28,PKI,0.09619852142218066,7.371628780581777,1.5630665197106182,6.194230398767097,0.3851405185899119,0.1019637280154213,0.4964391796165392,2.5767629235091762,3.8995727973825662,0.5954454674279652
60001,2017-02-28,DNB,0.2174533773534398,7.887005649717514,0.935049504950495,2.911487758945386,,0.0595762164700358,1.4471301828716279,3.3176036109971276,,0.3491089108910891
60062,2017-02-28,FLS,0.1077809504000551,6.901408450704225,1.1880124368019358,3.2025541679831053,0.2623661974084502,0.0331926905162202,0.6522797251091174,2.9700802738197667,2.724082070296922,0.3115666670626711
60478,2017-02-28,ECL,0.1553341862333285,7.079537491240365,0.9803272173279458,5.3083391730904,0.2301029856515019,0.09348579770086977,0.6197040948816707,2.328748041093505,4.418599497710148,0.1084321388355302
62374,2017-02-28,ATO,0.1000608803456595,5.798710287605865,0.3270447368530445,4.078405915480848,0.6959806356414462,0.1398535895405699,0.6494517319012222,3.340703717504262,7.5761995264133075,0.03175890562471123
62463,2017-02-28,EMR,0.1509737092757714,12.719626168224298,1.1368711185541833,8.714953271028037,0.2205235089266148,0.1146448163321992,0.6259330604382374,1.9223928245667377,4.826938136256852,0.4944176959039844
62775,2017-02-28,EQT,0.04357315712327177,-1.6890337423312882,2.1519735533903357,-1.6721507786691834,0.6741893295958099,-0.2816448927719623,0.4106318767715626,5.127002236613439,,1.7274010737721217
63323,2017-02-28,EFX,0.2003222053163877,9.342450765864331,0.5342172118132741,6.347921225382932,0.2107891510990896,0.1554262456675888,0.591641656662665,2.3878116343490308,,0.1248809145760559
63806,2017-02-28,EXPD,0.2668593970679892,,2.385745824152545,,0.1950992931326258,0.07064683274306141,0.3381231164034454,0.0,,1.0478949513458524
64458,2017-02-28,XOM,0.06968962870574691,0.8062015503875969,0.5528359712834292,7.752799310938846,0.5378387219948114,0.0396925849795968,0.47374316559395,1.8397005678884875,10.343687150837988,0.07676644695411226
64540,2017-02-28,NEU,0.3004414431091902,21.607983318439082,1.783397263994026,15.50348525469169,0.09808878117290684,0.1187835181226582,0.6588260959196179,1.250215225679498,3.9956087902609236,0.6522760446722564
65042,2017-02-28,FMC,0.1070018932708661,6.190582959641256,1.491934362397441,3.7219730941704037,0.2810418834003764,0.0739702656592737,0.6753701562067337,2.838506522717049,2.6174103877103145,0.04463913224864414
65806,2017-02-28,NEE,0.08550953198200288,3.9313815187557184,0.5604908874439051,3.6642268984446478,0.6339424847712141,0.1802537913958527,0.7185225517540254,4.18226200162734,6.892464678178964,0.1468083157798333
65966,2017-02-28,FDX,0.1561112799337421,7.8924050632911396,1.4943889421103052,4.9071729957805905,0.3266455564881395,0.03353432198019085,0.6770076106617522,1.898206106870229,82.07896051974014,0.4250376351443821
66383,2017-02-28,M,0.1170942034251387,3.6461126005361932,0.2931972502214162,2.844504021447721,0.478487418161236,0.02632787387111587,0.8012574308290726,3.144393876706661,2.636359872479609,0.140736367087006
