public_date,ticker,roa,intcov_ratio,quick_ratio,intcov,bm,npm,debt_assets,debt_ebitda,inv_turn,cash_ratio,long_term_credit_rating,rating
2017-02-28,GME,0.1851770472407674,14.415011037527591,0.4499685929648242,9.660044150110377,0.8730187677556098,0.0431691884456671,0.5308816154223455,0.8490933430692467,4.689135960572017,0.2464824120603015,BB,0
2017-02-28,UAL,0.1716768928778657,8.104234527687296,0.5238482825980791,4.685667752442996,0.3776441066796252,0.0619050224313382,0.7842800199302441,1.683445994534733,30.02110490378647,0.3604102230180694,BB-,0
2017-02-28,BHI,0.0230087674537273,-3.764044943820225,3.193576388888889,-14.382022471910112,0.4594282992731043,-0.2782237577481963,0.3308290427655774,6.084677419354839,3.4659331358442658,1.984375,A,1
2017-02-28,SLGN,0.146087656882951,4.617429049377019,0.4168073564818844,3.2114530456852792,0.2725154306274769,0.0424452394936608,0.8509505015256923,3.3709365805430767,4.770234123764013,0.0286485075276303,BB+,0
2017-02-28,NEU,0.3004414431091902,21.60798331843908,1.783397263994026,15.50348525469169,0.0980887811729068,0.1187835181226582,0.6588260959196179,1.250215225679498,3.995608790260924,0.6522760446722564,BBB+,1
2017-02-28,HSY,0.2904651741366772,13.49059284013449,0.5609489259433248,8.358575793808955,0.0375986632226129,0.0967777531218662,0.8501743106362343,1.887987253641138,5.299525339291536,0.155525459518823,A,1
2017-02-28,AAL,0.1571487325582562,5.7982625482625485,0.6653690888119954,3.583011583011583,0.1602664451774262,0.0666002986560477,0.9261809104029332,3.107876930933231,26.25958099131324,0.5043973471741637,BB-,0
2017-02-28,MMM,0.2650554675118859,34.55980861244019,1.3412124135713137,25.16267942583732,0.0980035524682061,0.1677239363645422,0.6856804230231569,1.3447165689318157,3.930465015210778,0.4306158546390095,AA-,1
2017-02-28,XRAY,0.0970795192726819,14.027624309392264,1.771076523994812,12.875690607734803,0.674730550804736,0.1147838624409259,0.3028628786643903,1.9656189865298264,3.434868804664723,0.4979247730220492,BBB+,1
2017-02-28,OSK,0.1138642812276636,6.624584717607973,0.8766317553414327,4.6710963455149495,0.4152428894122899,0.0354246144968422,0.5808008108384954,1.731263077801027,4.22620827105132,0.129937159614579,BB+,0
2017-02-28,PXD,0.0590263499193369,-2.8720379146919437,1.9904214559386968,-1.6350710900473933,0.3861305710135793,-0.140723867375348,0.3674585333252324,3.443729903536977,15.18452380952381,1.6340996168582376,BBB-,0
2017-02-28,DRI,0.2027568666799019,16.495121951219513,0.4590932442846134,11.717073170731709,0.2322966254965159,0.0628198896291424,0.5800063627788599,0.5375780671112522,31.224810633128488,0.1545723092730542,BBB,1
2017-02-28,PDCE,0.0409096046969357,-4.289538225425438,1.477670024909638,-2.700335535125863,0.6343131208624867,-0.6422521969627724,0.4153262642776986,7.459521127162272,418.4333333333333,0.9021428201849376,B+,0
2017-02-28,ATO,0.1000608803456595,5.798710287605865,0.3270447368530445,4.078405915480848,0.6959806356414462,0.1398535895405699,0.6494517319012222,3.340703717504262,7.5761995264133075,0.0317589056247112,A,1
2017-02-28,CVX,0.0506441699719298,-8.144754316069058,0.761365423942111,0.3399734395750332,0.7324786692100147,-0.0048107637208401,0.4358538592268473,3.4618733113179228,14.339998298306815,0.2202611294635834,AA-,1
2017-02-28,VSTO,0.1128373381855077,7.017652090515565,1.2218237305338318,-5.169107545555872,0.6623606142164709,-0.0922314859237293,0.5143791176388556,2.754366276070048,3.339434605163866,0.1514582162952549,BB+,0
2017-02-28,ORLY,0.2765203600666903,21.546028606208157,0.1408551720568632,14.157980827754107,0.0664309682822603,0.1207586881375467,0.7741402953198478,0.983246420852326,1.4285121731256116,0.0431088301086057,BBB+,1
2017-02-28,HD,0.3378455367926893,13.489690721649485,0.4184987021242782,8.921649484536083,0.0394821171605122,0.0822980035986633,0.8582507931814822,1.4517200674536257,4.858633776091081,0.2309689039571966,A,1
2017-02-28,EXC,0.0765521570417712,2.4511323003575685,0.800624210448094,1.6758045292014303,1.3409464266928457,0.0361607142857142,0.7596950497806865,4.461796496459187,14.551186017478152,0.0659879616556439,BBB,1
2017-02-28,OGS,0.0861458938849826,5.684953209826992,0.922227002723384,3.9593992268531233,0.8752481757977645,0.0981585334409542,0.6179729225856404,3.2387849347013797,6.055529352764527,0.0330297589951636,A-,1
2017-02-28,CPS,0.1726436688619711,7.039044190485394,1.514116168998949,4.358090313851506,0.3863539327925983,0.0400208356668838,0.710322101118031,1.8428039681255268,18.23039305085547,0.6322473931377429,BB-,0
2017-02-28,EOG,0.0918697204557403,-3.9968117801372944,1.5807232410147336,-2.4999760644154447,0.3287956117182983,-0.148937568735287,0.5253954480386639,2.695022487587369,4.80565718814018,0.7891787612138563,BBB+,1
2017-02-28,CONN,0.0437732620996217,0.6283294842186297,5.563161452087648,0.7492738003592505,1.7626632370399682,-0.015086040518065,0.7401425467877096,13.795441226191818,4.200766713993108,0.6875307969039572,B,0
2017-02-28,UPS,0.1956842212281415,13.860759493670884,1.1514919011082694,9.686075949367089,0.0051955872279803,0.0563327094210751,0.9893751393119844,2.0879334978568647,163.71384615384616,0.3893435635123615,A+,1
2017-02-28,CMI,0.1517332891026704,20.964285714285715,1.1634682080924856,17.595238095238095,0.3036402097218597,0.0796161973842024,0.522083805209513,0.8115435067774377,4.659977703455964,0.3190751445086705,A+,1
2017-02-28,ALV,0.1613208205635823,14.23397435897436,1.2963889744379429,10.088141025641026,0.3740474833557033,0.0562956639135959,0.5231710871466045,1.214128382630585,10.394665948275865,0.4722436094856791,A-,1
